"TIME","GEO","PRODUCT","CONSOM","UNIT","TAX","CURRENCY","Value","Flag and Footnotes"
"2015S1","Finland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.1252",""
"2015S1","Finland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1007",""
"2015S1","Finland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.1252",""
"2015S1","Finland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.1552",""
"2015S1","Finland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1248",""
"2015S1","Finland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.1552",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.1183",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.0932",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","1.1047",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.1481",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1167",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","1.3828",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.1851",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1459",""
"2015S1","Sweden","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","1.7286",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.1759",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1397",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.1288",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.2024",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1607",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.1482",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.2125",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1687",""
"2015S1","United Kingdom","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.1556",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0950",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.0763",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","14.1600",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0966",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.0775",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","14.3900",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.1197",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.0961",""
"2015S1","Iceland","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","17.8400",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.1610",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard",":",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.1701",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.1705",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard",":",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.1801",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.1841",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard",":",""
"2015S1","Liechtenstein","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.1945",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.1133",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.0783",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.9797",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.1291",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.0892",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","1.1162",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.1614",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1115",""
"2015S1","Norway","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","1.3953",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0869",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1692",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.0869",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0823",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1603",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.0823",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.0982",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1912",""
"2015S1","Montenegro","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.0982",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0700",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1711",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","4.3088",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0700",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1711",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","4.3088",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.0826",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.2020",""
"2015S1","North Macedonia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","5.0844",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0676",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1536",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","9.5000",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0676",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1536",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","9.5000",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.0812",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1843",""
"2015S1","Albania","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","11.4000",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0472",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1004",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","5.7091",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0480",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1020",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","5.8021",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.0575",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1224",""
"2015S1","Serbia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","6.9625",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.1081",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1951",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.3096",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.1152",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.2079",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.3300",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.1360",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.2454",""
"2015S1","Turkey","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.3894",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0694",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1437",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.1358",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0694",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1437",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.1358",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.0812",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.1680",""
"2015S1","Bosnia and Herzegovina","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.1588",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0481",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard",":",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.0481",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0539",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard",":",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.0539",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.0625",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard",":",""
"2015S1","Kosovo (under United Nations Security Council Resolution 1244/99)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.0625",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.0819",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard",":",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","1.6528",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.0819",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard",":",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","1.6528",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.0819",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard",":",""
"2015S1","Moldova","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","1.6528",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard",":",""
"2015S1","Ukraine","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard",":",""
"2015S1","Georgia","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)",":",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.1379",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard","0.1381",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)","0.1381",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.1806",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard","0.1808",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","National currency (former currencies of the euro area countries)","0.1808",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Euro","0.2102",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","Purchasing Power Standard","0.2103",""
"2015S2","European Union - 28 countries (2013-2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","All taxes and levies included","National currency (former currencies of the euro area countries)","0.2103",""
"2015S2","European Union - 27 countries (from 2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Euro","0.1312",""
"2015S2","European Union - 27 countries (from 2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","Purchasing Power Standard",":",""
"2015S2","European Union - 27 countries (from 2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding taxes and levies","National currency (former currencies of the euro area countries)",":",""
"2015S2","European Union - 27 countries (from 2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Euro","0.1764",""
"2015S2","European Union - 27 countries (from 2020)","Electrical energy","Band DC : 2 500 kWh < Consumption < 5 000 kWh","Kilowatt-hour","Excluding VAT and other recoverable taxes and levies","Purchasing Power Standard",":",""
